subject,Label,Preamble,Value,Condition,ItemNumber,Is_definite,Is_modified,Is_coordinated
S[4],filler,Were I to relive yesterday%2C,I would enjoy it exactly as I did,filler,if,60,NULL,NA
S[4],trial,The headaches,Really aren't helpful at times like these but sadly you cannot control them,theBP,10,TRUE,FALSE,FALSE
S[4],filler,The computer that crashed in a spectacular display of sparks,Is now at a display in the state museum%2C showing the end of an era of computers that will be no more.,filler,rc,7,NULL,NA
S[4],filler,Along the road,There stood and old tree%2C throwing thick and coolingshade in the scorching sun.,filler,adjunct,25,NULL,NA
S[4],filler,All stars,We're covered with a thick later of clouds ,filler,quantifier,41,NULL,NA
S[4],filler,Most vivid dreams%2C which transported them to fantastical realms%2C,Came from psychedelic substances that weren't very legal.,filler,quantifier,50,NULL,NA
S[4],trial,The towns and the mosquitos,Are like a pair of really good friends.,theBPand,28,TRUE,FALSE,TRUE
S[4],filler,Who holds the key,That will open the sacred treasure chest,filler,wh,31,NULL,NA
S[4],filler,If I could travel back in time%2C it would be the time when,I had no obligations and could have fun the entire time ,filler,if,56,NULL,NA
S[4],filler,If artists from different eras collaborated with Billie Eilish%2C,Her music would be better,filler,if,54,NULL,NA
S[4],filler,Within the tranquil coastal village,There lived a group of wild boars that the villagers never saw,filler,adjunct,28,NULL,NA
S[4],trial,The bashful maids,Turned green of envy and threw spells on the newcomers,theAdjBP,6,TRUE,TRUE,FALSE
S[4],filler,Few opportunities,Arise when you do not combat your fears and step into the unknown,filler,quantifier,43,NULL,NA
S[4],filler,Whichever path they chose,Clearly depended on him and he just couldn't make up his mind so they all stood there for a long while,filler,correlative,64,NULL,NA
S[4],filler,During a starry summer night,A boat was alone in the bay and someone on it played a violin and it seemed like magic,filler,adjunct,24,NULL,NA
S[4],filler,If sentient robots roamed the Earth%2C,Humans would need better AI laws or else there would be war,filler,if,52,NULL,NA
S[4],trial,Enchanted sisters and reluctant brides,Are roaming among these lands and you never know who you meet,AdjBPand,9,FALSE,TRUE,TRUE
S[4],filler,Were I to be the mayor of College Park%2C,I would increase public transport,filler,if,57,NULL,NA
S[4],filler,Some dreams,Are a reflection of our psychology and some are a product of our most vivid imagination,filler,quantifier,42,NULL,NA
S[4],trial,Flowers,Are growing in the secret garden that only a few people know,BP,31,FALSE,FALSE,FALSE
S[4],filler,In the misty mountain valley,Zebras quietly grazed on the grass ,filler,adjunct,26,NULL,NA
S[4],filler,All eager eyes%2C filled with anticipation%2C,Could not be more deceived as the outcome was not what they desired,filler,quantifier,46,NULL,NA
S[4],trial,Solid doors,Are installed on every house in this town,AdjBP,3,FALSE,TRUE,FALSE
S[4],filler,Whose coffee,Is the one standing on the window sill for the last three hours,filler,wh,37,NULL,NA
S[4],trial,The sunlit ponds,Were home to many lotus flowers%2C opening towards the sky,theAdjBP,14,TRUE,TRUE,FALSE
S[4],filler,Which path to choose,In life is not an easy decision at any stage of one's life,filler,wh,34,NULL,NA
S[4],filler,What to do after,The dinner is over was a point of argument among them every day,filler,wh,38,NULL,NA
S[4],trial,Inexpensive guns,Should absolutely be banned,AdjBP,27,FALSE,TRUE,FALSE
S[4],filler,The flower that bloomed like a radiant burst of sunshine,Suddenly fell and she cought it before it touched the ground,filler,rc,10,NULL,NA
S[4],filler,Amidst the vibrant city lights,There was a dark alley that not many people dared to enter,filler,adjunct,22,NULL,NA
S[4],trial,Rectangles and daughters,Are two words that our child can pronounce remarkably well,BPand,29,FALSE,FALSE,TRUE
S[4],filler,Wherever the party was,He would find himself there unexpectedly,filler,correlative,62,NULL,NA
S[4],filler,The Jones twins%2C Emma and Ethan,Were the best friends in the whole wide world and they did everything together,filler,name,20,NULL,NA
S[4],filler,The book that kept me up all night,Is so intense I made my girlfriend read it and she couldn't sleep either,filler,rc,2,NULL,NA
S[4],filler,The dynamic duo of Lucy and Max ,Made everyone cry at the concert ,filler,name,16,NULL,NA
S[4],trial,Original sketches and metallic pans,Were the only thing found in this abandoned factory,AdjBPand,17,FALSE,TRUE,TRUE
S[4],filler,The restaurant that delighted taste buds with tantalizing flavors,Closed without notice and no one knew why,filler,rc,9,NULL,NA
S[4],filler,Many passionate voices%2C echoing through the room%2C,Were trying to do good in the world%2C but alas%2C the conflict that resulted was not what they hoped for,filler,quantifier,47,NULL,NA
S[4],trial,The ghosts,Aren't real%2C she claimed%2C but she still didn't want to sleep with her lights off,theBP,18,TRUE,FALSE,FALSE
S[4],filler,Why the stars shine,So brightly on this island?,filler,wh,32,NULL,NA
S[4],filler,When the clock strikes,Midnight the entire universe will collapse,filler,wh,33,NULL,NA
S[4],trial,Untrue answers and outlandish diamonds,Were what made this lying family rich in diamond business ,AdjBPand,25,FALSE,TRUE,TRUE
S[4],filler,If a portal to the Dune universe would open today%2C,I would enter right away without thinking,filler,if,53,NULL,NA
S[4],filler,The tree that shaded the picnic area,Bore purple fruits in the fall and no one knew if they were edible,filler,rc,4,NULL,NA
S[4],trial,The gluttonous kings and the friendly games,Made this kingdom a place for unforgettable parties that people attended from distant lands,theAdjBPand,16,TRUE,TRUE,TRUE
S[4],filler,Within the serene garden oasis,A small bush grew that was home to an insect that no one knew prior,filler,adjunct,23,NULL,NA
S[4],filler,Who is behind the mask,Is a question I will not answer even if you torture me,filler,wh,35,NULL,NA
S[4],trial,Monuments,Are scattered around the city and you can spend days visiting them,BP,7,FALSE,FALSE,FALSE
S[4],filler,Emily%2C Michael%2C and Samantha,Hated each other so much they made the whole school divide into three groups,filler,name,12,NULL,NA
S[4],filler,Mr. Johnson and his loyal assistant%2C Ms. Rodriguez,Arrived to the desert among the first to start digging on this archeological site,filler,name,15,NULL,NA
S[4],filler,Many voices,Were heard in this dark cave but somehow no people were to be found,filler,quantifier,44,NULL,NA
S[4],filler,Professor Thompson and his brilliant student%2C Alice,Fell in love and got secretly married,filler,name,17,NULL,NA
S[4],trial,The bridal gifts and the generous guests,Were the two things she remembered most from her wedding,theAdjBPand,32,TRUE,TRUE,TRUE
S[4],filler,The movie that mesmerized audiences with its breathtaking visuals,Earned so many awards that the news only reported on that,filler,rc,8,NULL,NA
S[4],filler,The city that never slept,In the past was now almost like a ghost town,filler,rc,5,NULL,NA
S[4],trial,The entrances,To the festival are closed to those who don't have a ticket,theBP,26,TRUE,FALSE,FALSE
S[4],filler,The car that raced through the streets,Disappeared from the city until it was found destroyed in a river nearby,filler,rc,1,NULL,NA
S[4],trial,The spoons and the strategies,Are two words that start with the same sound s,theBPand,12,TRUE,FALSE,TRUE
S[4],filler,The Smith family,Stays right next to us in a hotel across the street,filler,name,13,NULL,NA
S[4],trial,The bears and the deputies,Of the bears agreed they would hold this operation secret,theBPand,20,TRUE,FALSE,TRUE
S[4],filler,David and Rebecca,Loved each other and yet they argued incessantly,filler,name,14,NULL,NA
S[4],filler,Whatever happened,To my childhood friend that I spent so many days playing with,filler,correlative,61,NULL,NA
S[4],trial,The costly dinners,Will never end with this situation,theAdjBP,30,TRUE,TRUE,FALSE
S[4],filler,Were I to save someone from the past%2C,I would save a person who was the kindest to the society,filler,if,59,NULL,NA
S[4],filler,How can we mend,This machine without any tools or knowledge,filler,wh,39,NULL,NA
S[4],trial,Black leggings,Should be allowed to wear by black ballerinas,AdjBP,11,FALSE,TRUE,FALSE
S[4],filler,What if you dare,To do it instead of hiding yourself behind your wall,filler,wh,40,NULL,NA
S[4],filler,If time and money were no obstacles%2C,I would go to Antarctica to see the penguins,filler,if,51,NULL,NA
S[4],trial,Pizzas,Are all gone now only the hot dogs remain,BP,23,FALSE,FALSE,FALSE
S[4],filler,Sarah and John%2C,Friends from childhood%2C didn't see each other for years after John got married,filler,name,11,NULL,NA
S[4],filler,The Johnson siblings%2C Ethan and Olivia ,All got a flu from their trip and had to rest for days to recover,filler,name,18,NULL,NA
S[4],trial,Mirrors and journeys,Is the title of my new book on traveling the world,BPand,5,FALSE,FALSE,TRUE
S[4],filler,Whoever was responsible,Today has to come forth,filler,correlative,63,NULL,NA
S[4],filler,Atop the rugged cliffside lookout,Stood an abandonedlighthouse ,filler,adjunct,30,NULL,NA
S[4],filler,Most challenges,Can be resolved when you try hard,filler,quantifier,45,NULL,NA
S[5],filler,If time and money were no obstacles%2C,most people would dedicate a lot of their time to creative pursuits,filler,if,51,NULL,NA
S[5],filler,Sarah and John%2C,two of my closest friends%2C met in their first year of college,filler,name,11,NULL,NA
S[5],trial,The fiendish mosquitos,would not stop buzzing around my face and biting me,theAdjBP,28,TRUE,TRUE,FALSE
S[5],filler,If a portal to the Dune universe would open today%2C,I would be careful to avoid the gigantic sand worms,filler,if,53,NULL,NA
S[5],filler,If artists from different eras collaborated with Billie Eilish%2C,they might be surprised that she has achieved such mainstream success,filler,if,54,NULL,NA
S[5],trial,Black leggings and nerdy cardigans,are an easy go-to look for cold winter days,AdjBPand,11,FALSE,TRUE,TRUE
S[5],filler,The book that kept me up all night,was about a magical school where students had to memorize endless%2C senseless exercises that began to slowly change how their brains work,filler,rc,2,NULL,NA
S[5],filler,The city that buzzed with vibrant energy day and night,was actually a very difficult place to live given all the noise,filler,rc,6,NULL,NA
S[5],trial,The colors and the ghosts,were constantly shifting to create strange tricks of the light,theBPand,18,TRUE,FALSE,TRUE
S[5],filler,Whatever happened,to me yesterday was strange and made me wonder if something is very wrong with me,filler,correlative,61,NULL,NA
S[5],filler,Several blissful moments%2C spent in each other's arms%2C,were enough%2C even though we knew we would likely never see each other again,filler,quantifier,48,NULL,NA
S[5],trial,The innocent smiles and the costly dinners,were not enough to make up for their fundamental incompatibilities,theAdjBPand,30,TRUE,TRUE,TRUE
S[5],filler,The restaurant that delighted taste buds with tantalizing flavors,soon achieved great renown despite its odd location,filler,rc,9,NULL,NA
S[5],filler,Who is behind the mask,that you wear in public?,filler,wh,35,NULL,NA
S[5],trial,Newspapers,used to be a household staple but are becoming rarer and rarer as most news is distributed online,BP,24,FALSE,FALSE,FALSE
S[5],filler,Whose coffee,was left in the kitchen yesterday afternoon?,filler,wh,37,NULL,NA
S[5],filler,Few opportunities,like this present themselves to someone who is not even searching them out,filler,quantifier,43,NULL,NA
S[5],trial,Tulips,always remind me of the Netherlands,BP,8,FALSE,FALSE,FALSE
S[5],filler,If the world was ruled by cats%2C,humans would have to cater to their every whim even more than we already do,filler,if,55,NULL,NA
S[5],filler,Which path to choose,is not very clear to me so I will need to ask for advice,filler,wh,34,NULL,NA
S[5],trial,The stubborn mysteries and the bashful maids,created an atmosphere of confusion and elegance,theAdjBPand,6,TRUE,TRUE,TRUE
S[5],filler,The Smith family,was known to be reclusive and secretive,filler,name,13,NULL,NA
S[5],filler,What to do after,high school is often a terrifying question for young students,filler,wh,38,NULL,NA
S[5],trial,The entrances and the airports,blended together to create a confusing maze that Ana could not seem to escape from,theBPand,26,TRUE,FALSE,TRUE
S[5],filler,Many voices,echoed down the hallways%2C but I could not see anyone there,filler,quantifier,44,NULL,NA
S[5],filler,When the clock strikes,midnight%2C you must make sure to be home asleep,filler,wh,33,NULL,NA
S[5],trial,Blissful journeys,into the countryside provide an escape from the stress of city life,AdjBP,5,FALSE,TRUE,FALSE
S[5],filler,Mr. Johnson and his loyal assistant%2C Ms. Rodriguez,were sent to the company headquarters to investigate what had gone wrong,filler,name,15,NULL,NA
S[5],filler,Few precious chances%2C which had eluded them for so long%2C,could be found even when they dedicated themselves to seeking them out,filler,quantifier,49,NULL,NA
S[5],trial,The headaches and the rulers,continued to pound in her ears until she could take it no longer and left,theBPand,10,TRUE,FALSE,TRUE
S[5],filler,The car that raced through the streets,was on its way to a government building for a top-secret meeting,filler,rc,1,NULL,NA
S[5],filler,Why the stars shine,so brightly on the solstice has never been scientifically explained,filler,wh,32,NULL,NA
S[5],trial,Squares and flowers,were strewn about the canvas%2C creating colorful abstract shapes ,BPand,31,FALSE,FALSE,TRUE
S[5],filler,Amidst the vibrant city lights,Isabel felt shabby and out of place,filler,adjunct,22,NULL,NA
S[5],filler,The Johnson siblings%2C Ethan and Olivia ,were close growing up but had since drifted apart,filler,name,18,NULL,NA
S[5],trial,The dainty spoons,were clearly meant for someone with smaller fingers than she had,theAdjBP,12,TRUE,TRUE,FALSE
S[5],filler,The tree that shaded the picnic area,was a hundred-year-old oak that was legally protected from being chopped down,filler,rc,4,NULL,NA
S[5],filler,Whichever path they chose,they knew they had to tread carefully,filler,correlative,64,NULL,NA
S[5],trial,Guests,are exciting but can also be a nuisance if they have very different habits from you,BP,32,FALSE,FALSE,FALSE
S[5],filler,Who holds the key,to the door at the end of the hallway?,filler,wh,31,NULL,NA
S[5],filler,How can we mend,what seems to have been irreparably broken?,filler,wh,39,NULL,NA
S[5],trial,Unlucky astronauts,might find themselves in a situation that they did not prepare for during their training on Earth,AdjBP,13,FALSE,TRUE,FALSE
S[5],filler,The flower that bloomed like a radiant burst of sunshine,caught my attention and brightened my entire day,filler,rc,10,NULL,NA
S[5],filler,The city that never slept,was constantly bustling with noise and light,filler,rc,5,NULL,NA
S[5],trial,Kings,are an old-fashioned tradition%2C but one that refuses to die,BP,16,FALSE,FALSE,FALSE
S[5],trial,The sunlit ponds and the green umbrellas,provided a beautiful backdrop to the afternoon walk,theAdjBPand,14,TRUE,TRUE,TRUE
S[5],filler,In the misty mountain valley,strange sounds seemed to carry through the fog,filler,adjunct,26,NULL,NA
S[5],filler,Within the tranquil coastal village,Ellie felt completely separated from her day-to-day life,filler,adjunct,28,NULL,NA
S[5],trial,Anxious boys,may be reacting to the pressures that are placed on them from a young age to succeed and fill a particular social role,AdjBP,21,FALSE,TRUE,FALSE
S[5],filler,Jake%2C Lisa%2C and Alex ,met up at the movie theater to watch the latest new sci-fi film,filler,name,19,NULL,NA
S[5],filler,Were I to open a bakery shop%2C,I would only bake desserts inspired by French recipes,filler,if,58,NULL,NA
S[5],trial,Inexpensive guns and active babies,led to a disturbingly high rate of accidents that year,AdjBPand,27,FALSE,TRUE,TRUE
S[5],filler,Most vivid dreams%2C which transported them to fantastical realms%2C,were pleasant escapes from reality%2C but some continued to haunt them for months afterward,filler,quantifier,50,NULL,NA
S[5],filler,Underneath the trees,I spread out a picnic blanket and promptly fell asleep for the rest of the afternoon,filler,adjunct,29,NULL,NA
S[5],trial,Monuments and mobs,are two things Paris has an abundance of,BPand,7,FALSE,FALSE,TRUE
S[5],filler,At the bustling market square,I flitted from stall to stall%2C unable to decide what I wanted to buy,filler,adjunct,27,NULL,NA
S[5],filler,The dog that barked incessantly,was eventually let into the backyard%2C where it continued barking all night,filler,rc,3,NULL,NA
S[5],trial,The sketches,were rough but bore a clear resemblance to the princess,theBP,17,TRUE,FALSE,FALSE
S[5],filler,The dynamic duo of Lucy and Max ,took on high school together and remained inseparable throughout college,filler,name,16,NULL,NA
S[5],filler,The Jones twins%2C Emma and Ethan,considered themselves amateur detectives and tried to solve little mysteries that popped up in their neighborhood,filler,name,20,NULL,NA
S[5],trial,The sisters,had grown apart since one moved continents and the other acquired a serious boyfriend,theBP,9,TRUE,FALSE,FALSE
S[5],filler,Emily%2C Michael%2C and Samantha,had a group chat where they sent exclusively memes,filler,name,12,NULL,NA
S[5],filler,What if you dare,to question your version of reality?,filler,wh,40,NULL,NA
S[5],trial,The scissors,should not have been left lying around the classroom unguarded,theBP,1,TRUE,FALSE,FALSE
S[5],filler,Whoever was responsible,for the mistake in the paper will certainly face consequences,filler,correlative,63,NULL,NA
S[5],filler,Many passionate voices%2C echoing through the room%2C,continued to disagree about the tax plan throughout the rest of the evening,filler,quantifier,47,NULL,NA
S[5],trial,The answers,were not obvious even to a seasoned crossword solver,theBP,25,TRUE,FALSE,FALSE
S[5],filler,Along the road,she came across many small cafes and inviting-looking diners,filler,adjunct,25,NULL,NA
S[5],filler,If sentient robots roamed the Earth%2C,we would have to learn new ways of interacting with them,filler,if,52,NULL,NA
S[5],trial,Heroic daughters,saved the kingdom during the second war against the goblins,AdjBP,29,FALSE,TRUE,FALSE
S[5],filler,Were I to be the mayor of College Park%2C,I would make sure all students had access to free parking,filler,if,57,NULL,NA
S[5],filler,If I could travel back in time%2C it would be the time when,the impressionists were just starting to formulate their ideas,filler,if,56,NULL,NA
S[5],trial,The broad rivers,flowed lazily through the countryside landscape,theAdjBP,4,TRUE,TRUE,FALSE
S[5],filler,All eager eyes%2C filled with anticipation%2C,were focused on Jenna as she sat down at the grand piano,filler,quantifier,46,NULL,NA
S[5],filler,Professor Thompson and his brilliant student%2C Alice,published many papers together even after she had graduated,filler,name,17,NULL,NA
S[5],trial,Sofas and hoses,were stacked in haphazard piles in the backyard,BPand,15,FALSE,FALSE,TRUE
S[5],filler,During a starry summer night,I brought a sleeping bag to a field and lay there staring up at the sky,filler,adjunct,24,NULL,NA
S[5],filler,David and Rebecca,played video games together every night,filler,name,14,NULL,NA
S[5],trial,The busy moms and the decorative rugs,created quite the scene during the annual fundraising sale,theAdjBPand,22,TRUE,TRUE,TRUE
S[5],filler,Within the serene garden oasis,Jessica finally felt free to relax,filler,adjunct,23,NULL,NA
S[5],filler,Whom,I speak to is none of your business,filler,wh,36,NULL,NA
S[5],trial,The hungry bears,sniffed out the campers' food and ate all of it while they were away,theAdjBP,20,TRUE,TRUE,FALSE
S[5],filler,The computer that crashed in a spectacular display of sparks,made a surprisingly good recovery and was sold to the next-door neighbors,filler,rc,7,NULL,NA
S[5],filler,Atop the rugged cliffside lookout,we stared out at the sea and didn't talk,filler,adjunct,30,NULL,NA
S[5],filler,Were I to save someone from the past%2C,I would need to make sure it didn't change the future by accident,filler,if,59,NULL,NA
S[5],filler,On the golden sandy beach,I could feel the sun roasting me alive,filler,adjunct,21,NULL,NA
S[5],trial,Blind artists and spicy pickles,are a deadly combination,AdjBPand,19,FALSE,TRUE,TRUE
S[5],filler,Wherever the party was,that night%2C I was glad I didn't end up going,filler,correlative,62,NULL,NA
S[5],filler,Most challenges,are surmountable if you rely on the people around you to help,filler,quantifier,45,NULL,NA
S[5],trial,Dilemmas and pizzas,were not a fun way to end my Friday evening,BPand,23,FALSE,FALSE,TRUE
S[5],filler,Were I to relive yesterday%2C,I would have gone on a walk with my sister and her boyfriend,filler,if,60,NULL,NA
S[5],filler,Some dreams,are not worth striving for,filler,quantifier,42,NULL,NA
S[5],trial,Solid doors and huge debts,prevented Kelsie from reaching her goal,AdjBPand,3,FALSE,TRUE,TRUE
S[6],filler,The computer that crashed in a spectacular display of sparks,Belonged to a guy I know from grad school,filler,rc,7,NULL,NA
S[6],trial,Mysteries and maids,Is the title of a book I'm working on,BPand,6,FALSE,FALSE,TRUE
S[6],filler,The restaurant that delighted taste buds with tantalizing flavors,Is situated on Baltimore avenue,filler,rc,9,NULL,NA
S[6],filler,Amidst the vibrant city lights,I can see the Washington monument,filler,adjunct,22,NULL,NA
S[6],trial,The hasty funerals and the cozy tables,Sleep furiously,theAdjBPand,2,TRUE,TRUE,TRUE
S[6],filler,Whichever path they chose,Led to a garden,filler,correlative,64,NULL,NA
S[6],filler,Within the tranquil coastal village,Lived a lovely maid,filler,adjunct,28,NULL,NA
S[6],trial,The astronauts,Gazed down at the earth,theBP,13,TRUE,FALSE,FALSE
S[6],filler,If a portal to the Dune universe would open today%2C,I wouldn't enter it,filler,if,53,NULL,NA
S[6],filler,During a starry summer night,Van Gogh did some painting,filler,adjunct,24,NULL,NA
S[6],trial,The formal entrances and the chaotic airports,Populate my mind,theAdjBPand,26,TRUE,TRUE,TRUE
S[6],filler,If sentient robots roamed the Earth%2C,We would have more fun,filler,if,52,NULL,NA
S[6],filler,How can we mend,A broken heart?,filler,wh,39,NULL,NA
S[6],trial,The enchanted sisters,Lived in the forest,theAdjBP,9,TRUE,TRUE,FALSE
S[6],filler,What to do after,We leave a warm shower?,filler,wh,38,NULL,NA
S[6],filler,The movie that mesmerized audiences with its breathtaking visuals,Was apparently Dune,filler,rc,8,NULL,NA
S[6],trial,Spoons,Are not forks,BP,12,FALSE,FALSE,FALSE
S[6],filler,David and Rebecca,Are two friends of mine,filler,name,14,NULL,NA
S[6],filler,What if you dare,Take more risks,filler,wh,40,NULL,NA
S[6],trial,The familiar headaches and the wooden rulers,Evoke memories from my childhood,theAdjBPand,10,TRUE,TRUE,TRUE
S[6],filler,Few opportunities,Are as enticing as this,filler,quantifier,43,NULL,NA
S[6],filler,Several blissful moments%2C spent in each other's arms%2C,Made life worth living,filler,quantifier,48,NULL,NA
S[6],trial,The original sketches,Were auctioned for millions of dollars,theAdjBP,17,TRUE,TRUE,FALSE
S[6],filler,The flower that bloomed like a radiant burst of sunshine,Withered in a few hours,filler,rc,10,NULL,NA
S[6],filler,Most vivid dreams%2C which transported them to fantastical realms%2C,Made them wake up covered in sweat,filler,quantifier,50,NULL,NA
S[6],trial,Bears,Sometimes do cocaine,BP,20,FALSE,FALSE,FALSE
S[6],filler,Many voices,Exist inside her mind,filler,quantifier,44,NULL,NA
S[6],filler,In the misty mountain valley,A boy was born who would become king,filler,adjunct,26,NULL,NA
S[6],trial,Ceramic squares and gorgeous flowers,Are everything I can remember from my childhood home,AdjBPand,31,FALSE,TRUE,TRUE
S[6],filler,Professor Thompson and his brilliant student%2C Alice,Were experts at p hacking,filler,name,17,NULL,NA
S[6],filler,If artists from different eras collaborated with Billie Eilish%2C,They would write weird songs,filler,if,54,NULL,NA
S[6],trial,Pricey sofas and drippy hoses,Were sold at the store,AdjBPand,15,FALSE,TRUE,TRUE
S[6],filler,Wherever the party was,Mary had fun,filler,correlative,62,NULL,NA
S[6],filler,Emily%2C Michael%2C and Samantha,Are best friends,filler,name,12,NULL,NA
S[6],trial,The blunt scissors,Destroyed her hair,theAdjBP,1,TRUE,TRUE,FALSE
S[6],filler,The book that kept me up all night,Was Never let me go,filler,rc,2,NULL,NA
S[6],filler,Some dreams,Are more vivid than others,filler,quantifier,42,NULL,NA
S[6],trial,Generous guests,Left donations at the gallery,AdjBP,32,FALSE,TRUE,FALSE
S[6],filler,Who is behind the mask,That that manwears?,filler,wh,35,NULL,NA
S[6],filler,When the clock strikes,Midnight%2C her chariot will become a pumpkin,filler,wh,33,NULL,NA
S[6],trial,Smiles and dinners,Were seeneverywhere last night,BPand,30,FALSE,FALSE,TRUE
S[6],filler,The Jones twins%2C Emma and Ethan,Could not be more different,filler,name,20,NULL,NA
S[6],filler,Which path to choose,When you finish grad school?,filler,wh,34,NULL,NA
S[6],trial,Gluttonous kings,Watched their kingdoms go hungry,AdjBP,16,FALSE,TRUE,FALSE
S[6],filler,The dog that barked incessantly,Finally shut up at three am,filler,rc,3,NULL,NA
S[6],filler,Were I to open a bakery shop%2C,I would make more money than if I become a professor,filler,if,58,NULL,NA
S[6],trial,The artists and the pickles,Were equally smelly,theBPand,19,TRUE,FALSE,TRUE
S[6],filler,At the bustling market square,A lonely man was busking ,filler,adjunct,27,NULL,NA
S[6],trial,Pink tulips,Are easy to paint,AdjBP,8,FALSE,TRUE,FALSE
S[6],filler,The tree that shaded the picnic area,Had been growing for a hundred years,filler,rc,4,NULL,NA
S[6],filler,Sarah and John%2C,Two of my best friends%2C just got married,filler,name,11,NULL,NA
S[6],trial,The lovely colors and the evil ghosts,Were the two most interesting features of Luigi's mansion,theAdjBPand,18,TRUE,TRUE,TRUE
S[6],filler,Mr. Johnson and his loyal assistant%2C Ms. Rodriguez,Confessed their love for one another,filler,name,15,NULL,NA
S[6],filler,Most challenges,Can be overcome with patient,filler,quantifier,45,NULL,NA
S[6],trial,Mosquitos,Are extremely annoying at this time of the year,BP,28,FALSE,FALSE,FALSE
S[6],filler,If time and money were no obstacles%2C,I would get another PhD,filler,if,51,NULL,NA
S[6],filler,The city that never slept,Finally took a nap,filler,rc,5,NULL,NA
S[6],trial,The untrue answers,Were all over the letter,theAdjBP,25,TRUE,TRUE,FALSE
S[6],filler,Within the serene garden oasis,Lied a witch,filler,adjunct,23,NULL,NA
S[6],filler,Along the road,Mary found bread crumbs,filler,adjunct,25,NULL,NA
S[6],trial,Pale monuments and disheveled mobs,Were seen in the streets of new York,AdjBPand,7,FALSE,TRUE,TRUE
S[6],filler,On the golden sandy beach,Mary feel asleep,filler,adjunct,21,NULL,NA
S[6],filler,Whose coffee,Is the one on the sink,filler,wh,37,NULL,NA
S[6],trial,The guns and the babies,Were left behind after the bank robbery,theBPand,27,TRUE,FALSE,TRUE
S[6],filler,The Johnson siblings%2C Ethan and Olivia ,Are identical twins,filler,name,18,NULL,NA
S[6],filler,Whom,I don't know how to complete this one...,filler,wh,36,NULL,NA
S[6],trial,The boys,Listened to jazz all night long,theBP,21,TRUE,FALSE,FALSE
S[6],filler,Underneath the trees,Mary found a skeleton,filler,adjunct,29,NULL,NA
S[6],filler,The city that buzzed with vibrant energy day and night,Made everyone exhausted,filler,rc,6,NULL,NA
S[6],trial,The journeys,Led nowhere,theBP,5,TRUE,FALSE,FALSE
S[6],filler,Why the stars shine,So bright at this time of the night?,filler,wh,32,NULL,NA
S[6],filler,Jake%2C Lisa%2C and Alex ,Were meeting at the bar,filler,name,19,NULL,NA
S[6],trial,National dilemmas and homemade pizzas,Are the best in DC,AdjBPand,23,FALSE,TRUE,TRUE
S[6],filler,Were I to be the mayor of College Park%2C,I would finish the metro station sooner,filler,if,57,NULL,NA
S[6],filler,The car that raced through the streets,Crashed onto a building,filler,rc,1,NULL,NA
S[6],trial,Ponds and umbrellas,Are covered in water,BPand,14,FALSE,FALSE,TRUE
S[6],filler,Who holds the key,To success in this field?,filler,wh,31,NULL,NA
S[6],filler,Were I to save someone from the past%2C,I would save Richard Montague,filler,if,59,NULL,NA
S[6],trial,The daughters,Cried as they buried their father,theBP,29,TRUE,FALSE,FALSE
S[6],filler,Whoever was responsible,For the car crash should be punished,filler,correlative,63,NULL,NA
S[6],filler,The Smith family,Is a hot mess,filler,name,13,NULL,NA
S[6],trial,The leggings and the cardigans,Were pricy but the trench coat was cheap,theBPand,11,TRUE,FALSE,TRUE
S[6],filler,If I could travel back in time%2C it would be the time when,My parents met,filler,if,56,NULL,NA
S[6],filler,The dynamic duo of Lucy and Max ,Had been dating for almost five years,filler,name,16,NULL,NA
S[6],trial,Moms and rugs,Are both covered in dust,BPand,22,FALSE,FALSE,TRUE
S[6],filler,If the world was ruled by cats%2C,We would have much better lives,filler,if,55,NULL,NA
S[6],filler,All eager eyes%2C filled with anticipation%2C,Watched as Brazil won the world cup,filler,quantifier,46,NULL,NA
S[6],trial,The doors and the debts,Were both open,theBPand,3,TRUE,FALSE,TRUE
S[6],filler,Few precious chances%2C which had eluded them for so long%2C,Were finally made available,filler,quantifier,49,NULL,NA
S[6],trial,Rivers,Ran through the city,BP,4,FALSE,FALSE,FALSE
S[6],filler,All stars,Are very fun to wear,filler,quantifier,41,NULL,NA
S[6],filler,Whatever happened,To the girl who fell from the window?,filler,correlative,61,NULL,NA
S[6],trial,Panicky newspapers,Published that the president had died,AdjBP,24,FALSE,TRUE,FALSE
S[6],filler,Were I to relive yesterday%2C,I would be eager to have the same breakfast again,filler,if,60,NULL,NA
S[7],filler,Who holds the key,to the safe.,filler,wh,31,NULL,NA
S[7],trial,The solid doors and the huge debts,are features of this bank,theAdjBPand,3,TRUE,TRUE,TRUE
S[7],filler,What to do after,a breakup,filler,wh,38,NULL,NA
S[7],filler,What to do after,a breakup,filler,wh,38,NULL,NA
S[7],filler,What to do after,a breakup.,filler,wh,38,NULL,NA
S[7],filler,The movie that mesmerized audiences with its breathtaking visuals,and engaging plotline.,filler,rc,8,NULL,NA
S[7],trial,The heroic daughters,saved their brother from the shark.,theAdjBP,29,TRUE,TRUE,FALSE
S[7],filler,Atop the rugged cliffside lookout,was a steep fall where many people have died.,filler,adjunct,30,NULL,NA
S[7],filler,Jake%2C Lisa%2C and Alex ,are joining a kickball team.,filler,name,19,NULL,NA
S[7],trial,The inexpensive guns and the active babies,are encouraging a culture of violence.,theAdjBPand,27,TRUE,TRUE,TRUE
